ID,Publication Title,Document Type,Object Identifier,OpenAcess,Affiliation,Provenance,Year,Authors,Language,Publisher,Keywords,Journal,Volume,Book,Abstract,Coverage,SpecificSiteID,Area,IDpub,IDJ,IDV,IDB
PUB_00071,FEM modeling of the towers in Bayon temple in Cambodia based on micro-tremor measurements,Article,https://doi.org/10.1016/j.advengsoft.2007.01.007,N,Waseda University,Japan,2008,"Toshiro Maeda, Yoshikazu Sugiura, Tomonari Hirai",English,Elsevier,"micro-tremor, dry-masonry, FEM, historical architecture, Bayon temple, Prasat Sour Prat",Advances in Engineering Software,"Volume 39, Issue 4",,"Bayon temple, Angkor, Cambodia, built in 13th century, is a dry-masonry temple made of sandstone which has deteriorated possibly due to rain, plants, settlements, and so on. Moreover, we may add wind induced direct or via-ground vibration to the list of deterioration causes since strong winds of more than 20 m/s was observed, which will require us to evaluate structural responses to the wind excitation. Based on micro-tremor measurements, we identified predominant frequencies, damping factors and base-fixed frequencies of the main tower and sub-towers in the temple and neighboring Prasat Sour Prat towers, FEM models were constructed by simulating the base-fixed natural frequencies of the horizontal translational modes. During the simulation, we had to reduce the elastic modulus of sandstone to less than 1/10 of typical value, which may suggest that the continuum modeling of dry-masonry structures is inappropriate. (c) 2007 Elsevier Ltd. All rights reserved.",UNESCO_01,"SITE_00014, SITE_00006","Computer Science, Geotechnical Engineering",PUB_00071,JNL_00002,J2_VOL39_I4,
PUB_00072,The effect of rock strength on weathering rates of sandstone used for Angkor temples in Cambodia,Article,https://doi.org/10.1016/j.enggeo.2016.04.006,N,Nihon University,Japan,2016,Tetsuya Waragai,English,Elsevier,"Angkor temples, Sandstone, Weathering rate, Strength, Historical structure",Engineering Geology,Volume 207,,"This study determined the weathering rates from the depths of hollows formed by the deterioration of sandstone blocks used to build Angkor temples in the 7th-12th centuries. Due to capillary processes, these hollows generally develop at the bases of building components such as doorframes, false doorframes, window frames, and pillars. In this study, 55 locations in 29 temples were selected to measure maximum hollow depth. Based on the ages of the temples, the weathering rate was calculated to be in the range 7-92 mm ka(-1). The weathering rate was found to be independent of building component type and aspect. The calculated weathering rate corresponds to the physical weathering rate of sandstone caused by the wetting-drying cycles that result from the tropical environment along with the dry season. An equation that can estimate the maximum depth of a hollow in a sandstone block was proposed based on temple age and the coefficient obtained from two types of rock hardness values. The equation coefficient is an effective index that can help predict the deterioration of stone cultural artifacts such as the Angkor temples. (C) 2016 Elsevier B.V. All rights reserved.","UNESCO_01, UNESCO_02, UNESCO_03, UNESCO_04","SITE_00148, SITE_00152, SITE_00019, SITE_00022, SITE_00068, SITE_00069, SITE_00026, SITE_00023, SITE_00081, SITE_00068, SITE_00027, SITE_00073, SITE_00075, SITE_00037, SITE_00113, SITE_00004, SITE_00030, SITE_00028, SITE_00079, SITE_00064, SITE_00014, SITE_00045, SITE_00038, SITE_00006, SITE_00055","Geotechnical Engineering, Geology",PUB_00072,JNL_00027,J27_VOL207,
PUB_00073,Political boundary between DvaravatÄ± and Ancient Khmer kingdoms: The recognition of ancient frontier networks in Eastern Thailand before the 11th century CE,Article,https://doi.org/10.1016/j.ara.2025.100647,N,Silpakorn University,Thailand,2025,"Patcharaporn Ngernkerd, Rasmi Shoocongdej, Saritpong Khunsong",English,Elsevier,"Dvaravati, Angkor, Ancient Khmer, Mandala, Frontier, Boundary, Eastern Thailand",Archaeological Research in Asia,Volume 34,,"This paper examines the nature of the political boundary between the Dva<overline>ravat and imath,<overline> and Ancient Khmer kingdoms in eastern Thailand between the 7th and 11th centuries CE. Using a theoretical framework based on the Mandala model, this frontier is examined via spatial analyses between the large, rectilinear towns such as Si Mahosot and Muang Phai and smaller, surrounding communities. The combination of settlement layout, epigraphy and sculptural remains shows a fluidity of cultural influence and power of Khmer kings in this peripheral region. The boundary between the two kingdoms is perhaps viewed as being a gap in settlement in the central plain of the region, but it shifted to the western part of eastern Thailand around the early 11th century CE. Such fluctuations in territorial boundaries are a common occurrence in the history of other ancient states.",UNESCO_01,,"Archaeology, Sociology",PUB_00073,JNL_00011,J11_VOL34,
PUB_00074,Developing a strategy for the Angkor World Heritage Site,Article,https://doi.org/10.1016/0261-5177(95)00069-Z,N,UNESCO,United Kingdom,1995,Jonathan Wager,English,Elsevier,"WORLD HERITAGE SITE, MONUMENTS, SUSTAINABLE DEVELOPMENT, TOURISTS",Tourism Management,"Volume 16, Issue 7",,Angkor contains the spectacular remains of the metropolitan cities of the Khmer Empire that flourished in the 11th-14th centuries. A large area was recently inscribed on the list of World Cultural Heritage Sites. A condition of inscription is the adoption of a zoning plan and legal framework for protection and management of the site. Tourism is an important economic activity at Angkor. A zoning plan for the Angkor region focuses on promoting sustainable development of natural and cultural resources. It attemps to achieve a balance between strict protection of archaeological sites and planned development of tourism and urban and rural development in a support zone. The government is establishing agencies to manage the site and regulate development.,UNESCO_01,,"Economics, Economics",PUB_00074,JNL_00088,J88_VOL16_I7,
PUB_00075,The southwest pavilion of Angkor Vat temple: Damage encountered and conservation efforts,Report,,Y,University of Cologne2 GACP Team 3 ICCROM Italy,Germany,2004,"Hans Leisen, Esther von Plehwe-Leisen1, Long Nary2, Simon Warrack3, Dana Krause, Johannes Kroner, Christine Schmaltz2",English,APSARA National Authority,,Udaya Journal of Khmer Studies,Number 5,,,UNESCO_01,SITE_00030,,,JNL_00089+U176:V176,J89_NUMB5,
PUB_00076,"Tourism, forest conversion, and land transformations in the Angkor basin, Cambodia",Article,https://doi.org/10.1016/j.apgeog.2008.09.007,N,University of Florida,United States of America,2009,"Andrea E Gaughan, Michael W Binford, Jane Southworth",English,Elsevier,"Land-cover change, Remote sensing, Tourism, Charcoal production, Southeast Asia, Human-environment interaction",Applied Geography,"Volume 29, Issue 2",,"The Angkor basin of Cambodia, the site of the great Angkor temple complex, has experienced explosive tourism growth since the 1993 onset of national political stability and renewed international investment, which in turn has driven increasing demand for water, wood, and biomass fuel, and rapid and extensive land-use and land-cover change. We use multi-temporal Landsat imagery (1989-2005) to describe the rate and extent of land-cover change throughout the Angkor basin. While 50\% of the landscape remained in rice agriculture it is notable that a larger proportion of the area was deforested (23.4\%) than experienced forest regrowth (4.9\%). Most forest loss occurred between the Angkor temple complex and Phnom Kulen National Park, and was due in part to charcoal production to serve the tourist industry, and also conversion to permanent agriculture. The small area of forest increase was concentrated along the eastern boundary of the main Angkor complex. The interplay among global (tourism, climate), regional (national policies, large-river management), and local (construction and agriculture, energy and water sources to support the tourism industry) factors drives a distinctive but complex pattern of land-use and land-cover change. (C) 2008 Elsevier Ltd. All rights reserved.",UNESCO_01,,"Geography, Economics",PUB_00076,JNL_00006,J6_VOL29_I2,
PUB_00077,"Form, structure and long-term Angkorian urbanism: A view from the Kok Phnov site (9th-10th century CE)",Article,https://doi.org/10.1016/j.ara.2022.100374,N,"University of Hawaii1, University of Oregon2, APSARA National Authority3","United States of America12, Cambodia3",2022,"Piphal Heng1, Miriam T Stark1, Alison Kyra Carter2, Rachna Chhay3",English,Elsevier,"Neighborhood, Urbanism, Settlement patterns, Angkor",Archaeological Research in Asia,Volume 31,,"The capital of Angkor remained the powerbase of the Khmer polity for more than 600 years, indicating its resilience. Recent work at Angkor investigates the evolution of this massive agro-urban center, but most of that research has focused on large-scale landscape developments rather than occupational sequences at urban lo-calities. Our paper blends remotely-sensed ground survey, excavation, art historic, and epigraphic data in the Pre Rup area (and specifically around the Kok Phnov settlement) to provide a fine-grained perspective on the development of Angkor's urban configuration through time. We write against the assumption that successive state temples defined neighborhoods and temple communities across Angkor urban space and illustrate their interconnectivity as ``districts{''} that sustained the urban core. Districts, as administrative units, included civic-ceremonial, craft production, and residential neighborhoods. Drawing on field-based investigations of mound clusters at Kok Phnov we offer evidence for continuous habitation and craft production from the 9th-16th centuries. We use this patterning in the larger Eastern District to argue that Angkorian urbanism developed unevenly through time and space, and that bottom-up social forces - as well as state design and topography - crafted its form. Such neighborhoods and districts were foundational elements to Angkorian urbanism, and studying their occupational sequences sheds light on Angkor's dynamic and resilient 600-year urban history.",UNESCO_01,,Archaeology,PUB_00077,JNL_00011,J11_VOL31,
PUB_00078,Prasat and Pteah: Habitation within Angkor Wat's temple enclosure,Article,https://doi.org/10.1016/j.ara.2022.100405,N,"University of Oregon1, University of Hawaii2 , University College London3, University of California4, APSARA National Authority5","United States of America1234, Cambodia",2022,"Alison Kyra Carter1,Miriam T Stark2, Cristina Cobo Castillo3, Piphal Heng4, Yijie Zhuang3, Rachna Chhay5",English,Elsevier,"Angkor, Cambodia, Urbanism, Dwellings, Household archaeology",Archaeological Research in Asia,Volume 32,,"The Angkor empire (9-15th centuries CE) was one of mainland Southeast Asia's major civilizations, with a 3000 km(2) agro-urban capital located in northwest Cambodia. Since 2010, the Greater Angkor Project has been investigating occupation areas within Angkor's urban core. This work has identified temple enclosures as important residential areas that made up part of Angkor's civic-ceremonial center. In this paper, we review excavations from residential areas within Angkor Wat's temple enclosure. We concentrate on evidence for residential patterning by focusing on our 2015 excavations, one of the largest horizontal excavations of a single occupation mound within Angkor's civic-ceremonial center. These data offer further evidence for archaeological patterns of residential occupation within the Angkor Wat temple enclosure and a comparative dataset for future research of habitation areas within Angkor as well as domestic spaces in other urban settings.",UNESCO_01,SITE_00030,Archaeology,PUB_00078,JNL_00011,J11_VOL32,
PUB_00079,"Evidence for the breakdown of an Angkorian hydraulic system, and its historical implications for understanding the Khmer Empire",Article,https://doi.org/10.1016/j.jasrep.2017.11.014,Y,"University of Sydney1, Arizona State University2, Ecole Francaise d'Extreme-Orient3, Independent Researcher4, Flinders University5","Australia145, United States of America2, France3",2017,"Terry Lustig1, Sarah Klassen2, Damian Evans3, Robert French4, Ian Moffat5",English,Elsevier,"Angkor, Archaeology, Engineering practice, Koh Ker, Lidar, Palaeohydrology, Trial and error, Water management",Journal of Archaeological Science,Volume 17,,"This paper examines the construction and design of a 7-km long embankment, probably built for King Jayavarman IV between 928 and 941 CE, as part of a new capital. We calculate that the capacities of the outlets were too small, and conclude that the embankment failed, probably within a decade of construction, so that the benefits of the reservoir stored by the embankment and the access road on top of it were lessened substantially. We explain how the design was sub-optimal for construction, and that while the layout had a high aesthetic impact, the processes for ensuring structural integrity were poor. Simple and inexpensive steps to secure the weir were not undertaken. We speculate that this early failure may have contributed to the decision to return the royal court and the capital of the Khmer Empire to the Angkor region, marking a critically important juncture in regional history.",UNESCO_04,"SITE_00081, SITE_00107",Archaeology,PUB_00079,JNL_00052,J52_VOL17,
PUB_00080,Khmer sandstone quarries of Kulen Mountain and Koh Ker: a petrographic and geochemical study,Article,https://doi.org/10.1016/j.jas.2012.01.007,N,"Metropolitan Museum of Art1, APSARA National Authority2","United States of America1, Cambodia2",2012,"Federico Caro1, Sokrithy Im2",English,Elsevier,"Angkor, Sandstone, Provenance, Petrography, Trace elements",Journal of Archaeological Science,"Volume 39, Issue 5",,"Sandstone from several ancient quarries and natural outcrops located at the eastern foothill of Kulen Mountain and in Koh Ker, northern Cambodia, has been characterized by means of petrographic analysis, scanning electron microscopy, and geochemical analysis. The samples have been collected during a series of field surveys organized jointly by The Metropolitan Museum of Art and the Authority for the Protection and Management of Angkor and the Region of Siem Reap (APSARA). The data show how the sandstone quarried from these sites is characterized by an overall petrographic and geochemical homogeneity, and is consistent with the upper terms of the Lower–Middle Jurassic Terrain Rouge Formation. This result suggests that petrography and geochemistry of sandstone belonging to the Terrain Rouge Formation might not be unambiguously characteristic of single quarry sites, but rather representative of vast portions of the sedimentary sequence.",UNESCO_04,"SITE_00084, SITE_00109, SITE_00102, SITE_00081","Geochemistry, Archaeometry, Geology",PUB_00080,JNL_00052,J52_VOL39_I5,
PUB_00081,Monsoon extremes and society over the past millennium on mainland Southeast Asia,Article,http://doi.org/10.1016/j.quascirev.2014.04.022,N,"Columbia University1, University of Sydney2, Utah State University3, Ecole Francaise d'Extreme-Orient45","United States of America13, Australia2, France45",2014,"Brendan M Buckley1, Roland J Fletcher2, Shi-Yu Simon Wang3, Brian Zottoli4, Christophe Pottier5",English,Elsevier,,Quaternary Science Reviews,Volume 95,,"The early 21st century has seen vigorous scientific interest in the Asian monsoon and significant development of paleo-proxies of monsoon strength. These include the Monsoon Asian Drought Atlas – a 700-year, gridded reconstruction of hydroclimate derived from 327 tree ring records – and several long speleothem records from China and India. Similar progress has been made on the study of monsoon climate dynamics through re-analysis data products and General Circulation Model diagnostics. The story has emerged of a variable monsoon over the latter Holocene, with extended droughts and anomalously wet episodes that occasionally and profoundly influenced the course of human history. We focus on Southeast Asia where an anomalous period of unstable climate coincided with the demise of the capital of the Khmer Empire at Angkor between the 14th and the 16th centuries, and we suggest that protracted periods of drought and deluge rain events, the latter of which damaged Angkor's extensive water management systems, may have been a significant factor in the subsequent transfer of the political capital away from Angkor. The late 16th and early 17th century experienced climate instability and the collapse of the Ming Dynasty in China under a period of drought, while Tonkin experienced floods and droughts throughout the 17th century. The 18th century was a period of great turmoil across Southeast Asia, when all of the region's polities saw great unrest and rapid realignment during one of the most extended periods of drought of the past millennium. New paleo-proxy records and the incorporation of historical documentation will improve future analyses of the interaction between climate extremes, social behavior and the collapse or disruption of regional societies, a subject of increasing concern given the uncertainties surrounding projections for future climate.",UNESCO_04,,"Geography, Anthropology, History",PUB_00081,JNL_00076,J76_VOL95,
PUB_00082,The Iron Kuay of Cambodia: tracing the role of peripheral populations in Angkorian to colonial Cambodia via a 1200 year old industrial landscape,Article,https://doi.org/10.1016/j.jas.2014.04.009,Y,"Centre National de la Recherche Scientifique1, University of Illinois2, Royal Academy of Cambodia3, University College London4, Paris Saclay University5, Australian Nuclear Science and Technology Organisation6 ","France15, United States of America2, Cambodia3, United Kingdom4, Australia6",2014,"Thomas Oliver Pryce1, Mitch Hendrickson2, Kaseka Phon3, Sovichetra Chan, Michael F Charlton4, StÃ©phanie Leroy, Philippe Dillmann5, Quan Hua6",English,Elsevier,"Southeast Asia. Cambodia, Angkor, Archaeometallurgy, Iron smelting, Kuay",Journal of Archaeological Science,Volume 47,,"The Industries of Angkor Project (INDAP) is the first scientific study combining investigation of the chronology, supply network and technology of raw and finished iron within Angkorian (9th to 15th c. AD), Middle Period (15th to 19th c. AD) and Colonial (1863-1953) Cambodia. This paper is concerned with the production technology employed at five iron smelting sites in the northern province of Preah Vihear, three loci within the enclosure walls of the Angkorian Preah Khan complex and two, c. 30 km east, near Phnom Dek or `Iron Mountain'. The Phnom Dek area is a historic homeland of the ethnic minority Kuay people, who continued to smelt iron from local mineral sources into the 1940s. With the aim of testing a previously proposed `Angkorian Kuay' hypothesis, that Kuay ancestors were responsible for Angkorian period iron smelting at Preah Khan of Kompong Svay (Preah Khan), the objective of this preliminary study was to establish whether any technological continuity could be detected across a 1200 year old industrial landscape, and thus if any socio-culturally homologous relations could be proposed for the ironmakers respectively responsible. Our preliminary results suggest that the iron smelting remains at Preah Khan date from Angkor's terminal phase and into the subsequent Middle Period, whereas as the two studied production sites near Phnom Dek range from the 9th-11th c. AD and to the 19th/20th c. AD. Preah Khan and Phnom Dek production systems appear to have used different iron ore sources but, in the absence of well-preserved furnace remains, statistical analysis of slag chemistry indicates a technological conservatism spanning more than a millennium. At this stage the `Angkorian Kuay' model can be neither rejected nor sustained but the complexity of Preah Vihear province's settlement and industrial history is becoming increasingly apparent and will only become clearer with further excavation and study of chronologically and geographically intermediate sites. (C) 2014 Elsevier Ltd. All rights reserved.",UNESCO_02,,"Anthropology, Archaeology, Geology",PUB_00082,JNL_00052,J52_VOL47,
PUB_00083,The Thai-Cambodian Border in International Relations: Constructing a Third Space in Geopolitics,Article,https://doi.org/10.1177/18681034251385116,Y,Ubon Ratchathani University,Thailand,2025,Thanachate Wisaijorn,English,GIGA Institut für Asien-Studien,"Public perspectives, cultural heritage engagement, peace values, Preah Vihear Temple, Cambodia",Journal of Current Southeast Asian Affairs,Volume 0,,"This article explores Thai-Cambodian border relations through the lens of critical geopolitics, challenging state-centric frameworks in International Relations (IR). Drawing on the concept of the territorial trap - which critiques the assumption of self-contained states and elite control over border narratives - it argues that Thai-Cambodian interactions remain shaped by such spatial orthodoxies. While military disputes, notably the Preah Vihear conflict and the recent clashes of July 2025, dominate, they obscure the complex realities of the border. Instead, this article introduces the concept of the Third Space, highlighting diverse actors and lived experiences of borderland. This approach shifts the focus from fixed geopolitical lines to everyday practices of negotiation and contestation. The analysis reveals that although the discussion of Thai-Cambodian relations is historically grounded and economically informed, it can perpetuate the territorial trap if filtered through statist logics. The article thus advocates multidisciplinary, people-centric approaches that reconceptualise borders as contested and socially embedded spaces.",UNESCO_02,SITE_00113,"International Relations, Public Administration, Law",PUB_00083,JNL_00055,J55_VOL0,
PUB_00084,Pre-Angkorian Settlement Trends In Cambodia's Mekong Delta And The Lower Mekong Archaeological Project,Article,https://doi.org/10.7152/bippa.v26i0.11998,N,University of Hawaii,United States of America,2007,Miriam T Stark,English,Indo-Pacific Prehistory Association,"early states, settlement systems, Mekong delta, Cambodia, Khmer, Southeast Asia, pre-Angkorian, Angkor Borei, Lower Mekong Archaeological Project, Cambodia, Archaeology",Bulletin of the Indo-Pacific Prehistory Association,Volume 26,,"Polities in the Mekong delta played a central role in regional developments between 500 BC and AD 500. Documentary data suggest the delta reached its political apex during the 3rd through 7th centuries. What were the roots of early polities in this region, and what was their organization? Research by the Lower Mekong Archaeological Project seeks to answer these questions through field investigations in southern Cambodia. Excavations at the ancient capital of Angkor Borei suggest a continuous occupation of the area from the 4th century BC onwards, the timing, development and nature of interregional networks are now under study. This presentation describes some results of research at Angkor Borei, and discusses ongoing research on the communication and settlement systems that characterized the northern section of the Mekong delta from 500 BC to AD 500.",UNESCO_03,,"Archaeology, Sociology",PUB_00084,JNL_00021,J21_VOL26,
PUB_00085,Solution Characteristics of Carbonate Rocks at the Angkor Wat Temple in Northwestern Cambodia under a Tropical Climate,Article,https://doi.org/10.5026/jgeography.126.343,N,Nihon University,Japan,2017,"Asami Hada, Tetsuya Waragai",Japanese,J-STAGE,"limestone, marble, solution rate, tropical climate, field experiment",Journal of Geography (Chigaku Zasshi),"Volume 126, Issue 3",,"This study aims to clarify the solution characteristics of carbonate rock tablets in a tropical savannah climate. The study site is located within the ruins of the Angkor Wat Temple in north western Cambodia. Two kinds of carbonate rock from Japan were used: middle Carboniferous limestone from the Akiyoshi-dai Plateau and marble from the Abukuma Mountains. The tablets used in the experiment were fashioned into discs 40 mm in diameter and 4 mm in thickness. They were then placed horizontally in a secure rack 120 cm above the ground, next to a weather station, and remained exposed from August 24, 2011 to March 15, 2014 (a duration of 934 days). The tablets were weighed before, during, and after the experiment in order to measure changes due to dissolution effects. The initial weights of the tablets were 13.624 g for limestone and 13.700 g for marble, on day 934, their dry weights were 13.523 g for limestone (99.26\% of initial weight) and 13.630 g for marble (99.49\% of initial weight). The experiment produced three major results: (1) limestone dissolves faster than marble, (2) solution occurred most rapidly during the initial test period, and thereafter progressed constantly but at a lower rate, (3) the observed solution rate under a tropical savannah climate was lower than previously reported values from a humid temperate climate derived from equivalent methods. The faster solution of limestone is thought to occur because limestone has a higher composition of fine-grained calcite than marble, therefore, it has a larger surface area, which is more conducive to solution reactions. In tandem with surface solution of post-test tablets, calcite surfaces are covered with recrystallized products, such as speleothems. Thus, under a tropical savannah climate with a clearly defined dry season, recrystallization associated with moisture loss is likely to reduce the solution rate. For solution processes to progress most effectively within carbonate rock, appropriate temperature conditions are not sufficient, continuous contact with water is also essential.",UNESCO_01,SITE_00030,Geography,PUB_00085,JNL_00057,J57_VOL126_I3,
PUB_00086,Temple Layout Of Chok Gargyar With Prasat Thom As Center Complex,Article,https://doi.org/10.3130/aija.75.2709,N,Waseda University,Japan,2011,"Ichita Shimoda, Katsura Sato, Akinori Mizoguchi, Takeshi Nakagawa",English,J-STAGE,"Cambodia, Khmer, Koh Ker, Chok Gargyar, Urban Plan",Journal of Architecture and Planning,"Volume 75, Issue 657",,"In the ancient Khmer city Chok Gargyar, many archaeological remains including temples and other religious facilities and several types of the civil structures were newly documented in a survey from 2007 to 2010. This paper showed that there is certain significant meaning to the positions of archaeological remains distributed throughout this ancient city. The temples appear to be distributed irregularly at a glance, but those located around Prasat Thom came to be seen as sharing a common plan. It was also found that the approach from the royal road to the city led to the central temple of Prasat Thom, and that the straight pilgrimage route ran straight to the pyramid temple “Prang” with were landmarks of this city. Worshipers and the center of the city were not only connected by a symbolic, invisible relationship, but they were also visibly related, as though in manifestation of the ruler's strong unifying power.",UNESCO_04,SITE_00081,"Architecture, Urban History",PUB_00086,JNL_00053,J53_VOL75_I657,
PUB_00087,"Alteration Of An Early Khmer Temple Complex, Prasat Sambor",Article,https://doi.org/10.3130/aija.73.1363,N,Waseda University,Japan,2008,"Ichita Shimoda, Takeshi Nakagawa",English,J-STAGE,"Cambodia, Khmer, Pre Angkor, Sambor Prei Kuk, Isanapura",Journal of Architecture and Planning,"Volume 71,  Issue 603",,"Prasat Sambor is one of the main temple complex in the Khmer ancient city, Isanapura. Two different periods of inscriptions that indicate 7th and 10th century have been confirmed in this temple up to now. In addition, previous studies on the style of stone sculptures, architectural decorative elements and excavated artifacts also interpreted the various date from 7th century when it was constructed at earliest stage to late Angkor period. By the recent archaeological excavation survey, many alteration traces of the buildings were recognized. Especially, there are double structures were found under the east gate of middle enclosure, and original temple design was conjectured different from final phase. This paper discussed on the transition of the alteration of this temple complex",UNESCO_03,SITE_00146,"Archaeology, Architecture",PUB_00087,JNL_00053,J53_VOL71_I603,
PUB_00088,"A study on a structure of the ancient city, Isanapura Part I",Article,https://doi.org/10.3130/aija.71.211_3,N,Waseda University,Japan,2006,"Ichita Shimoda, Takeshi Nakagawa",English,J-STAGE,"Cambodia, Khmer, Pre Angkor, Sambor Prei Kuk, Isanapura",Journal of Architecture and Planning,"Volume 73,  Issue 628",,"Sambor Prei Kuk monument is identified as ISANAPURA where was a capital city of Chanla dynasty in the 7th century. A lot of the remains such as brick shrine, moat, rampart, embanked causeway and so on were newly documented by the exploratory investigation in this ancient city. This paper discussed on the distribution of these remains and some features, the causeway extended from the temple complex to the Sen river, and moated site where conjectured as a core area of this ancient city.",UNESCO_03,,"Archaeology, Urban History",PUB_00088,JNL_00053,J53_VOL73_I628,
PUB_00089,On The Dimensional Plan In Prasat Sambor Monuments In Sambor Prei Kuk Monuments,Article,https://doi.org/10.3130/aija.84.1463,N,Waseda University,Japan,2019,"Ichita Shimoda, Takeshi Nakagawa, Masaki Koiwa",English,J-STAGE,"Khmer Architecture, Pre-Angkor, Sambor Prei Kuk Monumnets, dimensional plan, methods of design",Journal of Architecture and Planning,"Volume 84,  Issue 760",,"Sambor Prei Kuk Monuments were functioned as huge-scale heritage of city between the period of Pre-Angkor and Angkor. These Monuments are regarded as ""Īsānapura"" and ""伊奢那城"" appered in Chinese historical documents and inscriptions. These Monuments were registered UNESCO World Heritage Site in 2015 based on the historical importance and the sites have been restored vigorously. However, the architectural study is not progressed actively, especially about the planning methods of brick structures. The purpose of this study is to revealing the method of planning the structure based on recent studies about dimensional planning of Khmer temple complex achived certain results. Sambor Prei Kuk Monuments is bisected by O-Kru-Ker River and west Zone called ""city zone"" and east zone is called ""temple zone"". In temple zone, three main complexes of temple: North Group, Central Group and South Group, are situated, and many brick shrines situated in. These Monuments were functioned as capital of Chenla from 6 century. After transfered to Angkor period, these were functioned as provincial city subtend Angkor area. Recent studies of methods of plan Khmer temples in structures in Angkor period, reveal that the modules of architectural planning are ""hasta"" and ""vyama"" based on body length. In Pre-Angkor period. the values of module are estimated close to those. Therefore the purpose is to reason the value of module in times of Pre-Angkor and the basical planning. Through the analyzing N1, N7, N8, N9, N10, N11, N12, N13, N14, N18, and N22, the value of module is estimated about 410 mm = 1 unit. However, some groups of module are confirmed as around unit = 420, 410 and 400 mm. The shrines belong to group of unit = 420 mm are rectangle plan and situated between middle and outer enclorsure. The shrines of rectangle plan is positioned in early times in Khmer history, so the larger module compared with other shrines may be possible to regard as low-level of construction. On the other hand, the different of value may be distinguished depending in module of finger intentionally. About the basical planning, for example of N13 tower, inner chamber is rectangle and outer wall is square plan. In the analyzed structures, the form of plan is the only and characteristic. The planning is regarded as secondly manipulation. Therefore, all plans of rectangle should not be placed in early times in Angkor easily. In additions to that, two tendencies are indicated those are relationship thikness of wall and innner chamber. About shrines of rectangle plan, the dimension of shorter side and thickness of wall proportional relationship. The directions of development transition are observed in two tendencies. Accordingly, the result of analysis reveal the each basical planning and values of module. As the result, the values of module apprpach to that of Angkor-period. However, the different of these values are necessary to examine carefully. That the module of dimension changes significantly would not be expected in brief period. There is the possibility that shrines of rectangle plan are designed the way that is different with square plans. In addditon to that, the planning method involved with thickness of wall closely. The shorter side of inner chamber and thickness of wall is propotional relationship. It may be possible to obtain the structural index. Therefore, rectangle plans and square plans are different explicitly in methods of planning. It is supposed that the square plan is intend to expand the area of chamber. The age of planning is possible to evaluate with accurancy construction. On the other hand, it is necessary to analysis the detail of each and other sites.",UNESCO_03,SITE_00146,"Archaeology, Architecture",PUB_00089,JNL_00053,J53_VOL84_I760,
PUB_00090,Heritage and Development: Lessons from Cambodia,Article,https://doi.org/10.1179/1465518714Z.00000000071,N,Australian National University,Australia,2014,Dougald JW Oâ€™Reilly,English,Maney Publishing,"heritage, development, Cambodia, lessons, looting",Public Archaeology,"Volume 13, Issue 1-3",,"The destruction of cultural heritage is motivated by many factors, but most often in the developing world the motivation is extreme poverty. Local people living in areas rich in cultural heritage assets are often either mute bystanders to theft or active participants, encouraged by middlemen to excavate illicitly or chip ornamentation from temples. Heritage Watch, an international heritage preservation organization, launched an initiative at the Koh Ker temple complex in Cambodia that stressed the sustainable use of heritage and education for the benefi t of preservation. The lessons learned during this project have been applied in the organization’s new initiative at Banteay Chhmar, Cambodia.",UNESCO_04,,Heritage Science,PUB_00090,JNL_00075,J75_VOL13_I1,
PUB_00091,Estimated Construction Order of the Major Shrines of Sambor Prei Kuk Based on an Analysis of Bricks,Article,https://doi.org/10.3390/heritage2030118,Y,"University of Tsukuba1, Waseda University2",Japan,2019,"Ichita Shimoda 1,Etsuo Uchida 2, Kojiro Tsuda 2",English,MDPI,"construction order, architectural chronology, brick, X-ray fluorescence analyzer, Khmer, Sambor Prei Kuk, pre-Angkor, Southeast Asia",Heritage,"Volume 2, Issue 3",,"Sambor Prei Kuk is a predominantly brick monument complex identified as Ishanapura, the capital of the Chenla Dynasty, which reached the height of prosperity in the first half of the 7th century. In the east area of this ancient city, the religious area was formed by three temple complexes which are composed of brick shrines and a multiple number of smaller temples with single or a few shrines scattered in the area. One of the challenging issues is to identify the dates and order in which these structures are constructed. Previous studies based on epigraphy and decorative style have estimated a simple dating of the three temple complexes. In this research, 59 major brick structures which are relatively well preserved in this area were analyzed in terms of the size and chemical composition of their component bricks. This analysis revealed that these brick structures can be classified into several groups corresponding to construction stages. The results revealed that the individual shrines in each temple complexes were built in a more complex process than previously stated, and the construction stages of the individual shrines in the vicinity were also identified as an equally complex process.",UNESCO_03,"SITE_00146, SITE_00132, SITE_00123, OBJ_00141","Archaeology, Art, Urban History",PUB_00091,JNL_00038,J38_VOL2_I3,
