ID,Name,Native name,Alternative names,Typology,Condition,Religion,Contextual Place,Geometry,Comune,District,Province,Country,TemporalRange,Start,End,Builder,Latitude,Longitude,Material,IDStat,IDTimeSpan
SITE_00001,Toe Toek Thnal Baray,ថ្នល់បារាយ៍ទទឹក,"East Baray West outlet, East Baray Exetoire, Yasodharatataka",Water canal,Ruin,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 9th century to 10th century,889,910,Yasovarman I,13.44188,103.88728,"Laterite, Sandstone",STATUS_00001,TSSI_00001
SITE_00002,Prasat Banteay Srei,ប្រាសាទបន្ទាយស្រី,ត្រីភួនមហេស្វរ,Temple,Good,Hinduism,Angkor,,Khnar Sanday,Banteay Srei,Siem Reap,Cambodia,10th century,944,1050,"Rajendravarman II, Jayavarman V, Suryavarman I",13.59893,103.96304,Sandstone,STATUS_00002,TSSI_00002
SITE_00003,Prasat Banteay Kdei,ប្រាសាទបន្ទាយក្តី,,Temple,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,"10th century, retored late 12th century",944,1218,"Rajendravarman II, Jayavarman VII",13.43,103.8987,"Laterite, Sandstone",STATUS_00003,TSSI_00003
SITE_00004,Prasat Phimeanakas,ប្រាសាទភិមានអាកាស,Prasat Himasangkakiri,Temple,Fair,Hinduism,Angkor,,Kok Chak,Krong Siem Reap,Siem Reap,Cambodia,10th to 11th century,941,1050,"Harshavarman II, Jayavarman V, Suryavarman I",13.44562,103.85616,"Laterite, Sandstone",STATUS_00004,TSSI_00004
SITE_00005,Prasat Mebon Khang Lech,ប្រាសាទមេបុណ្យខាងលិច,"Prasat West Mebon, Prasat Mebon, Prasat Baray, Kuk Mebon",Temple,Poor,Hinduism,Angkor,,Toek Vil,Krong Siem Reap,Siem Reap,Cambodia,11th century ,1002,1066,"Suryavarman I, Udayadityavarman II",13.4342,103.80015,"Sandstone, Laterite",STATUS_00005,TSSI_00005
SITE_00006,Prasat Suor Prat,ប្រាសាទសួព្រ័ត,"Prasat Suor Proat, Prasat Neang Dop Pi, Prasat Neang 12, Prasat Suor Prot",Temple,Good,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,"11th century, restored 13th century",1002,1243,"Suryavarman I , Jayavarman VII , Indravarman II ",13.44591,103.86072,"Laterite, Sandstone",STATUS_00006,TSSI_00006
SITE_00007,Preah Lien Chol Damrei,ព្រះលានជល់ដំរី,"Elephant Terrace, Terrace of the Elephants, Terrace of Honor",Terrace,Good,Buddhism,Angkor,,Kok Chak,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.44592,103.85887,Sandstone,STATUS_00007,TSSI_00007
SITE_00008,Prasat Kraol Ko,ប្រាសាទក្រោលគោ,Prasat Krol Ko,Temple,Fair,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.46829,103.89548,"Laterite, Sandstone",STATUS_00008,TSSI_00008
SITE_00009,Prasat Kor Sok,ប្រាសាទកោរសក់,"Prasat Preah Pithu T, Temple T",Temple,Fair,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,First half of 12th century,1113,1150,Suryavarman II ,13.44834,103.86064,Sandstone,STATUS_00009,TSSI_00009
SITE_00010,Preah Pithu Group,ក្រុមព្រះពិធូរ,,Temple Complex,Good,"Hinduism, Buddhism",Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,"First half of 12th century, restored 14 century",1113,1150,"Suryavarman II, Jayavarman IX ",13.44874,103.86057,Sandstone,STATUS_00010,TSSI_00010
SITE_00011,Prasat Ta Va,ប្រាសាទតាវ៉ា,,Temple,Poor,Hinduism,Angkor,,Preah Dak,Banteay Srei,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.47743,103.91937,"Laterite, Sandstone",STATUS_00011,TSSI_00011
SITE_00012,Prasat Preah Palilay,ប្រាសាទព្រះបាលិលេយ្យ,Prasat Palilay,Temple,Good,Buddhism,Angkor,,Kok Chak,Krong Siem Reap,Siem Reap,Cambodia,First half of 12th century,1113,1150,"Suryavarman II, Jayavarman VII, Indravarman II ",13.44897,103.85525,Sandstone,STATUS_00012,TSSI_00012
SITE_00013,Prasat Ta Tuot,ប្រាសាទតាទួត,"Preah Pithu X, Prasat Preah Pithu X, Temple X",Temple,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,13-14th century ,1327,1336,Jayavarman IX ,13.44873,103.86198,Sandstone,STATUS_00013,TSSI_00013
SITE_00014,Prasat Bayon,ប្រាសាទបាយ័ន,Jayagiri,Temple,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1243,"Jayavarman VII, Indravarman II, Jayavarman VIII",13.44133,103.85892,Sandstone,STATUS_00014,TSSI_00014
SITE_00015,Wat Preah Ngok,វត្តព្រះងោក,"Preah Ngok, Angkor Thom Terrace 1","Terrace, Temple",Poor,Buddhism,Angkor,,Kok Chak,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII ,13.44252,103.85837,Laterite,STATUS_00015,TSSI_00015
SITE_00016,Prasat Prei Khmeng (Boeng Khnar),ប្រាសាទព្រៃក្មេង,Prasat Prei Khmeng,Temple,Ruin,Hinduism,Angkor,,Khnat,Puok,Siem Reap,Cambodia,7th century,657,681,Jayavarman I,13.42827,103.75727,"Brick, Laterite, Sandstone",STATUS_00016,TSSI_00016
SITE_00017,Prasat Ak Yum,ប្រាសាទអកយំ,Prasat Ak Yom,Temple,Ruin,Hinduism,Angkor,,Khnat,Puok,Siem Reap,Cambodia,7th and 8th century,657,877,"Jayavarman I, Jayavarman II",13.42438,103.77667,"Brick, Sandstone",STATUS_00017,TSSI_00017
SITE_00018,Prasat Kok Po,ប្រាសាទគោកពោធិ៍,Svet Tvip,Temple,Ruin,Hinduism,Angkor,,Daun Kaev,Puok,Siem Reap,Cambodia,8th-9th century,657,713,"Jayavarman II, Queen Jayadevi",13.46583,103.7756,Brick,STATUS_00018,TSSI_00018
SITE_00019,Prasat Preah Ko,ប្រាសាទព្រះគោ,បរមេស្វរ,Temple,Good,Hinduism,Angkor,,Bakong,Prasat Bakong,Siem Reap,Cambodia,Late 9th century,877,890,Indravarman I,13.34385,103.97282,Brick,STATUS_00019,TSSI_00019
SITE_00020,Prasat Trapeang Srangae,ប្រាសាទត្រពាំងស្រងែ,"Dei Dom, Prasat Srangae, Prasat Srah Kandal, Prasat Sra Ngae",Temple,Ruin,Hinduism,Angkor,,Bakong,Prasat Bakong,Siem Reap,Cambodia,Late 9th century,877,890,Indravarman I,13.342,103.9793,Brick,STATUS_00020,TSSI_00020
SITE_00021,Prasat O Ka-aek,ប្រាសាទអូរក្អែក,"Prasat O Kaek, Prasat Trapeang Kaek, Prasat Pha-aek Neang",Temple,Poor,Hinduism,Angkor,,Kandaek,Prasat Bakong,Siem Reap,Cambodia,Late 9th century,877,890,Indravarman I,13.33652,103.95657,Brick,STATUS_00021,TSSI_00021
SITE_00022,Prasat Bakong,ប្រាសាទបាគង,Indrasor - ឥន្រ្ទសូរ,Temple,Good,Hinduism,Angkor,,Bakong,Prasat Bakong,Siem Reap,Cambodia,"9th, retored 12th century",850,1150,"Jayavarman III, Indravarman I, Suryavarman II",13.33589,103.97416,"Laterite, Brick, Sandstone",STATUS_00022,TSSI_00022
SITE_00023,Prasat Kravan,ប្រាសាទក្រវ៉ាន់,"Prasat Kravanh, Prasat Trai Lok Trat",Temple,Good,Hinduism,Angkor,,Nokor Tom,Krong Siem Reap,Siem Reap,Cambodia,Early 10th century,910,923,Harshavarman I,13.41976,103.89982,"Laterite, Brick, Sandstone",STATUS_00023,TSSI_00023
SITE_00024,Kampong Phae Thnal Baray,កំពង់ផែថ្នល់បារាយណ៍,East Baray Pier Terrace,Terrace,Ruin,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 9th century to 10th century,889,910,Yasovarman I ,13.44641,103.88766,"Laterite, Sandstone",STATUS_00024,TSSI_00024
SITE_00025,Prasat Rong Lmong,ប្រាសាទរោងល្មុង,,Temple,Poor,Hinduism,Angkor,,Kok Chak,Krong Siem Reap,Siem Reap,Cambodia,Late 9th century to 10th century,889,910,Yasovarman I,13.42206,103.85981,Brick,STATUS_00025,TSSI_00025
SITE_00026,Prasat Baksei Chamkong,ប្រាសាទបក្សីចាំក្រុង,,Temple,Good,Hinduism,Angkor,,Kok Chan,Krong Siem Reap,Siem Reap,Cambodia,Early 10th century,910,923,Harshavarman I,13.42536,103.85838,"Laterite, Brick",STATUS_00026,TSSI_00026
SITE_00027,Prasat Bei (Siem Reap),ប្រាសាទបី,,Temple,Good,Hinduism,Angkor,,Kok Chan,Krong Siem Reap,Siem Reap,Cambodia,Late 9th century to 10th century,889,910,Yasovarman I,13.42625,103.8566,"Laterite, Brick",STATUS_00027,TSSI_00027
SITE_00028,Prasat Thommanon,ប្រាសាទធម្មនន្ទ,,Temple,Good,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,First half of the 12th century,1107,1150,"Dharanindravarman I , Suryavarman II",13.44721,103.87755,Sandstone,STATUS_00028,TSSI_00028
SITE_00029,Prasat Prei Ae Tbong,ប្រាសាទព្រៃឯត្បូង,"Prasat Prei, Prasat Prey, Prasat Prey E Thong, Prasat Prei 525",Temple,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.46793,103.87714,"Laterite, Sandstone",STATUS_00029,TSSI_00029
SITE_00030,Prasat Angkor Wat,ប្រាសាទអង្គរវត្ត,"Nokor Wat, Angkor Wat, Vrah Vishnuloka, Brah Bishnulok, Preah Pishnulok, Prasat Nakhon Wat, Prasat Angkor Vat",Temple Complex,Good,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,First half of 12th century,1113,1150,Suryavarman II,13.41238,103.86685,"Sandstone, Laterite",STATUS_00030,TSSI_00030
SITE_00031,Prasat Angkor Wat Bannalai Khang Cheung,ប្រាសាទអង្គរវត្ត បណ្ណាល័យខាងជើង,"Angkor Wat Northern Library, Angkor Wat North Library",Temple,Good,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,First half of 12th century,1113,1150,Suryavarman II,13.41276,103.86352,"Sandstone, Laterite",STATUS_00031,TSSI_00031
SITE_00032,Prasat Angkor Wat Bannalai Khang Tboung,ប្រាសាទអង្គរវត្ត បណ្ណាល័យខាងជើង,"Angkor Wat Southern Library, Angkor Wat South Library",Temple,Good,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,First half of 12th century,1113,1150,Suryavarman II,13.41219,103.8635,"Sandstone, Laterite",STATUS_00032,TSSI_00032
SITE_00033,Prasat Angkor Wat Spean Khang Kaeut,ប្រាសាទអង្គរវត្ត ស្ពានហាល,"Prasat Angkor Wat East Bridge, Prasat Angkor Wat East Entrance Causeway",Ancient Bridge,Ruin,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,First half of 12th century,1113,1150,Suryavarman II,13.41241,103.87265,"Sandstone, Laterite",STATUS_00033,TSSI_00033
SITE_00034,Prasat Angkor Wat Spean Harl,ប្រាសាទអង្គរវត្ត ស្ពានហាល,"Prasat Angkor Wat Rainbow Bridge, Spean Entanou, Spean Intanou, Prasat Angkor Wat West Entrance Causeway",Ancient Bridge,Good,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,First half of 12th century,1113,1150,Suryavarman II,13.41254,103.86053,"Sandstone, Laterite",STATUS_00034,TSSI_00034
SITE_00035,Prasat Ta Mau,ប្រាសាទតាម៉ៅ,"Monument 384, Prasat Chol Moan, West Prasat Top, Prasat Top Khang Lech, Prasat Ta Mao",Temple,Fair,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 10th century,968,1001,Jayavarman V,13.44295,103.88632,"Sandstone, Laterite",STATUS_00035,TSSI_00035
SITE_00036,Prasat Khleang Khang Cheung Toch,ប្រាសាទឃ្លាំងខាងជើងតូច,"Small Temple East of the North Khleang, Prasat East of the North Khleang",Temple,Fair,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 10th century,968,1001,Jayavarman V,13.44713,103.86127,Sandstone,STATUS_00036,TSSI_00036
SITE_00037,Prasat Ta Keo,ប្រាសាទតាកែវ,"Prasat Kev, Hemasringagiri, Hemagiri, Prasat Preah Keo, Prasat Keo, Prasat Ta Keo",Temple,Good,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 10th century,968,1050,"Jayavarman V, Suryavarman I",13.44479,103.88249,Sandstone,STATUS_00037,TSSI_00037
SITE_00038,Prasat Ta Prohm,ប្រាសាទតាព្រហ្ម,"Rajavihara, Prasat Preah Reach Vihear",Temple,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.43493,103.88948,"Sandstone, Laterite",STATUS_00038,TSSI_00038
SITE_00039,Prasat Tor,ប្រាសាទទ,Prasat Tom Ro,Temple,Good,Buddhism,Angkor,,Preah Dak,Banteay Srei,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.45621,103.95548,Laterite,STATUS_00039,TSSI_00039
SITE_00040,Prasat Ta Prohm Khloung Thvear Khang Lech,ប្រាសាទតាព្រហ្មក្លោងទ្វារខាងលិច,"Prasat Ta Prohm West Entrance, Prasat Ta Prohm West Gate",Gate,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.43492,103.88533,"Laterite, Sandstone",STATUS_00040,TSSI_00040
SITE_00041,Prasat Ta Prohm Khloung Thvear Khang Tboung,ប្រាសាទតាព្រហ្មក្លោងទ្វារខាងត្បូង,"Prasat Ta Prohm South Entrance, Prasat Ta Prohm South Gate",Gate,Ruin,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.43166,103.88944,"Laterite, Sandstone",STATUS_00041,TSSI_00041
SITE_00042,Prasat Ta Prohm Khloung Thvear Khang Kaeut,ប្រាសាទតាព្រហ្មក្លោងទ្វារខាងកើត,"Prasat Ta Prohm East Entrance, Prasat Ta Prohm East Gate",Gate,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.43507,103.89485,"Laterite, Sandstone",STATUS_00042,TSSI_00042
SITE_00043,Prasat Ta Prohm Khloung Thvear Khang Cheung,ប្រាសាទតាព្រហ្មក្លោងទ្វារខាងជើង,"Prasat Ta Prohm North Entrance, Prasat Ta Prohm North Gate",Gate,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.43784,103.88933,"Laterite, Sandstone",STATUS_00043,TSSI_00043
SITE_00044,Prasat Leak Neang,ប្រាសាទលាក់នាង,"Chapel of the Hospital, Hospital Chapel, Angkor Hospital Chapel, Prasat Chau",Arogyasala,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.4453,103.88058,Sandstone,STATUS_00044,TSSI_00044
SITE_00045,Prasat Ta Nei,ប្រាសាទតានៃ,,Temple,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1243,"Jayavarman VII, Indravarman II",13.45247,103.88543,"Sandstone, Laterite",STATUS_00045,TSSI_00045
SITE_00046,Prasat Ta Prohm Kel,ប្រាសាទតាព្រហ្មកិល,Prasat Prohm Kel,Arogyasala,Good,Buddhism,Angkor,,Kok Chak,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.41576,103.8586,"Sandstone, Laterite",STATUS_00046,TSSI_00046
SITE_00047,Prasat Chrung Piek Niradei,ប្រាសាទជ្រុងភាគនិរតី,"Southwest Chrung, Prasat Chrung SW, Prasat Chrung Southwest",Temple,Fair,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.42737,103.84529,Sandstone,STATUS_00047,TSSI_00047
SITE_00048,Prasat Chrung Piek Ah Kne,ប្រាសាទជ្រុងភាគអាគ្នេយ៍,"Southeast Chrung, Prasat Chrung SE, Prasat Chrung Southeast",Temple,Fair,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.42789,103.87324,Sandstone,STATUS_00048,TSSI_00048
SITE_00049,Prasat Chrung Piek Aisan,ប្រាសាទជ្រុងភាគឥសាន្ត,"Prasat Chrung Piek Isan, Northeast Chrung, Prasat Chrung NE, Prasat Chrung Northeast",Temple,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.45516,103.87283,Sandstone,STATUS_00049,TSSI_00049
SITE_00050,Prasat Chrung Piek Peayop,ប្រាសាទជ្រុងភាគពាយព្យ,"Northwest Chrung, Prasat Chrung NW, Prasat Chrung Northwest",Temple,Good,Buddhism,Angkor,,Kok Chak,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.4547,103.84441,Sandstone,STATUS_00050,TSSI_00050
SITE_00051,Angkor Thom Khloung Thvear Ta Nok,អង្គរធំខ្លោងទ្វារតានុក,"Angkor Thom North Gate, Khloung Thvear Khang Cheung, Angkor Thom Khloung Thvear Dei Chhnang, Angkor Thom Dei Chhnang Gate",Gate,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.45526,103.8591,Sandstone,STATUS_00051,TSSI_00051
SITE_00052,Angkor Thom Kloung Thvear Khmaoch,អង្គរធំខ្លោងទ្វារខ្មោច,"Angkor Thom Kloung Thvear Khmoch, Angkor Thom East Gate, Gate of the Dead, Gate of Death, Khloung Thvear Khang Kaeut",Gate,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.44142,103.87322,Sandstone,STATUS_00052,TSSI_00052
SITE_00053,Angkor Thom Kloung Thvear Tonle Om,អង្គរធំខ្លោងទ្វារទន្លេអុំ,"Angkor Thom South Gate, Kloung Thvear Khang Tbong",Gate,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.42758,103.85951,Sandstone,STATUS_00053,TSSI_00053
SITE_00054,Angkor Thom Khloung Thvear Ta Keo,អង្គរធំខ្លោងទ្វារតាកាវ,"Angkor Thom West Gate, Khloung Thvear Khang Lech, Khloung Thvear Ta Kav, Khloung Thvear Ta Kauv",Gate,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.44107,103.84474,Sandstone,STATUS_00054,TSSI_00054
SITE_00055,Prasat Preah Khan,ប្រាសាទព្រះខ័ន,"Nagarashrijaya, Nagara Jayasri, Prasat Chei Srei",Temple,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.4619,103.87158,"Sandstone, Laterite",STATUS_00055,TSSI_00055
SITE_00056,Prasat Preah Khan Khloung Thvear Khang Lech,ប្រាសាទព្រះខ័នក្លោងទ្វារខាងលិច,"Prasat Preah Khan West Gate, Prasat Preah Khan West Entrance",Gate,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.46174,103.86854,"Laterite, Sandstone",STATUS_00056,TSSI_00056
SITE_00057,Prasat Preah Khan Khloung Thvear Khang Kauet,ប្រាសាទព្រះខ័នក្លោងទ្វារខាងកើត,"Prasat Preah Khan East Gate, Prasat Preah Khan East Entrance",Gate,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.46197,103.87626,"Laterite, Sandstone",STATUS_00057,TSSI_00057
SITE_00058,Prasat Preah Khan Khloung Thvear Khang Tboung,ប្រាសាទព្រះខ័នក្លោងទ្វារខាងត្បូង,"Prasat Preah Khan South Gate, Prasat Preah Khan South Entrance",Gate,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.45884,103.87164,"Laterite, Sandstone",STATUS_00058,TSSI_00058
SITE_00059,Prasat Preah Khan Khloung Thvear Khang Cheung,ប្រាសាទព្រះខ័នក្លោងទ្វារខាងជើង,"Prasat Preah Khan North Gate, Prasat Preah Khan North Entrance",Gate,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.46479,103.87151,"Laterite, Sandstone",STATUS_00059,TSSI_00059
SITE_00060,Prasat Preah Khan Dharmasala,ប្រាសាទព្រះខ័នធម្មសាលា,,Dharmasala,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.46189,103.87383,Sanstone,STATUS_00060,TSSI_00060
SITE_00061,Prasat Banteay Prei,ប្រាសាទបន្ទាយប្រី,"Banteay Prei, Prasat Banteay Prey, Prasat Banteay Srei",Temple,Fair,Buddhism,Angkor,,Leang Dai,Angkor Thom,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.46939,103.87669,"Laterite, Sandstone",STATUS_00061,TSSI_00061
SITE_00062,Prasat Neak Poan,ប្រាសាទនាគព័ន្ធ,"Prasat Neak Poun, Prasat Neak Poin, Neak Pean, Prasat Neak Pean",Temple,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.46331,103.89493,Sandstone,STATUS_00062,TSSI_00062
SITE_00063,Prasat Tonle Snguot,បា្រសាទទន្លេស្ងួត,"Chapel of the Hospital North, Prasat Top",Arogyasala,Good,Buddhism,Angkor,,Kok Chak,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.45963,103.8584,Sandstone,STATUS_00063,TSSI_00063
SITE_00064,Prasat Ta Som,ប្រាសាទតាសោម,"Gaurashrigajaratna, Banteay Ta Som, Banteay Prasat Ta Som, Prasat Ta Saom, Prasat Banteay Ta Saom, Banteay Ta Saom",Temple,Good,Buddhism,Angkor,,Leang Dai,Angkor Thom,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.46459,103.91297,"Laterite, Sandstone",STATUS_00064,TSSI_00064
SITE_00065,Prasat Ta Prohm Dharmasala,ប្រាសាទតាព្រហ្មធម្មសាលា,,Dharmasala,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,13.43515,103.89175,Sandstone,STATUS_00065,TSSI_00065
SITE_00066,Prasat Top Khang Lech,ប្រាសាទតុបខាងលិច,"Prasat Top, Prasat Top West, West Prasat Top, Western Prasat Top, Monument 486",Temple,Good,Buddhism,Angkor,,Kok Chak,Krong Siem Reap,Siem Reap,Cambodia,Late 13th century,1243,1308,"Jayavarman VIII, Indravarman III",13.43922,103.85183,Sandstone,STATUS_00066,TSSI_00066
SITE_00067,Prasat Ov Laok,ប្រាសាទឪឡោក,Prasat O Lok,Temple,Ruin,Hinduism,Angkor,,Kandaek,Prasat Bakong,Siem Reap,Cambodia,Late 8th–Early 9th century ,657,713,"Jayavarman II, Queen Jayadevi",13.33802,103.96532,Brick,STATUS_00067,TSSI_00067
SITE_00068,Prasat Phnom Bakheng,ប្រាសាទភ្នំបាខែង,"Prasat Bakheng, Yasodharagiri, Indradri, Madhyadri, Phnom Kandal",Temple,Good,Hinduism,Angkor,,Kok Chan,Krong Siem Reap,Siem Reap,Cambodia,Late 9th century to 10th century,889,910,Yasovarman I,13.42381,103.85608,"Laterite, Brick, Sandstone, Rock",STATUS_00068,TSSI_00068
SITE_00069,Prasat Lolei,ប្រាសាទលលៃ,Lolei,Temple,Good,Hinduism,Angkor,,Bakong,Prasat Bakong,Siem Reap,Cambodia,Late 9th century,877,910,"Indravarman I, Yasovarman I",13.3527,103.97382,Brick,STATUS_00069,TSSI_00069
SITE_00070,Prasat Prei Prasat,ប្រាសាទព្រៃប្រាសាទ,Kuk Prasat,Temple,Ruin,Hinduism,Angkor,,Bakong,Prasat Bakong,Siem Reap,Cambodia,Late 9th century,877,890,Indravarman I ,13.34577,103.98524,"Brick, Laterite",STATUS_00070,TSSI_00070
SITE_00071,Prasat Ong Mong,ប្រាសាទអុងម៉ុង,"Prasat Top 2, Prasat Top Pi, Peng Ong Mong",Temple,Poor,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,Late 9th century to 10th century,889,968,"Yasovarman I, Rajendravarman II",13.43459,103.90988,Laterite,STATUS_00071,TSSI_00071
SITE_00072,Prasat Baphuon,ប្រាសាទបាពួន,,Temple,Good,Hinduism,Angkor,,Kok Chak,Krong Siem Reap,Siem Reap,Cambodia,Mid 11th century,1050,1066,Udayadityavarman II,13.44389,103.85634,Sandstone,STATUS_00072,TSSI_00072
SITE_00073,Prasat Bat Chum,ប្រាសាទបាទជុំ,Prasat Sau Ko Ta Kream,Temple,Good,Buddhism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,10th century,944,968,Rajendravarman II,13.42489,103.90773,"Laterite, Brick",STATUS_00073,TSSI_00073
SITE_00074,Prasat Kandal Srah Srang,ប្រាសាទកណ្តាលស្រះស្រង់,Prasat Nimit,Temple,Good,"Hinduism, Buddhism",Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,"10th century, retored late 12th century",944,1218,"Rajendravarman II, Jayavarman VII",13.43082,103.90694,"Laterite, Sandstone",STATUS_00074,TSSI_00074
SITE_00075,Prasat Pre Rup,ប្រាសាទប្រែរូប,Prasat Prerup,Temple,Good,Hinduism,Angkor,,Nokor Thom,Krong Siem Reap,Siem Reap,Cambodia,10th century,944,968,Rajendravarman II,13.43495,103.92056,"Laterite, Brick, Sandstone",STATUS_00075,TSSI_00075
SITE_00076,Prasat Leak Neang,ប្រាសាទលាក់នាង,"Homsring, Hemkiri",Temple,Good,Hinduism,Angkor,,Preah Dak,Banteay Srei,Siem Reap,Cambodia,10th century,944,968,Rajendravarman II,13.43604,103.92226,Brick,STATUS_00076,TSSI_00076
